"RequestID","Status","Address","Latitude","Longitude","DateCreated","DateClosed","Description","ParticipantPropertyType","AdditionalInformation","InvestmentByCity","CostToPropertyOwner","WorkOrderNumber"
432033,"completed","55 Haywood Street",35.596188,-82.554639,"Thu Jul 31 2014","Wed Aug 06 2014","Graffiti on the walnut street side.","3: Private Property",,"200",,"*35186"
431868,"received","100 Biltmore Avenue",35.591473,-82.550519,"Thu Jul 31 2014","Wed Dec 31 1969","on retaining wall","0: Pending",,,,
431866,"received","50 Coxe Avenue",35.592562,-82.55466,"Thu Jul 31 2014","Wed Dec 31 1969","wall in parking lot","0: Pending",,,,
431859,"received","18 Church Street",35.594006,-82.553133,"Thu Jul 31 2014","Wed Dec 31 1969","","0: Pending",,,,
431517,"in progress","239 Haywood Street",35.594725,-82.561822,"Thu Jul 31 2014","Wed Dec 31 1969","PROPERTY HAS BEEN RE-TAGGED AFTER 1ST CLEAN UP\nOWNER: JOHN CORT\nPIN---------------- 964910333800000","3: Private Property",,,,
431496,"received","12 Brevard Road",35.577167,-82.592749,"Thu Jul 31 2014","Wed Dec 31 1969","GRAFFITI ON THE BLDG\nWOODARD WM H & WOODARD GARNETTA \nPIN----------- 963814920900000","0: Pending",,,,
431076,"completed","148 Hilliard Avenue",35.590776,-82.554295,"Wed Jul 30 2014","Mon Aug 04 2014","GRAFFITI ON BLDG\n\tPALAS WILLIAM B & PALAS DENISE D\nPIN------------- 964838583600000","3: Private Property",,"250",,"110035076"
430760,"received","71 North Market Street",35.598025,-82.551859,"Wed Jul 30 2014","Wed Dec 31 1969","71 N MARKET ST\nOWNER:\tWESTERN N C SERV CORP\nSUBNAME:\tGENERAL SECURITIES & MARKET ST CO\nPIN-------------- 964941345600000","0: Pending",,,,
430329,"received","167 Tunnel Road",35.588299,-82.529853,"Wed Jul 30 2014","Wed Dec 31 1969","OWNER:\tSUPERIOR PROPERTIES CO\nSUBNAME:\tHILDEBRAND HEIRS \nCAREOF:\tC/O VIC SHEALY\nADDRESS:\tPO BOX 2805\nCITYNAME:\tASHEVILLE \nPIN---------------- 965807774600000","0: Pending","Owners:\t SUPERIOR PROPERTIES CO Address:\tC/O VIC SHEALY PO BOX 28805 ASHEVILLE NC 28802 Property Location:\t167 TUNNEL RD",,,
430212,"received","35 Montford Avenue",35.597392,-82.560056,"Wed Jul 30 2014","Wed Dec 31 1969","GRAFFITI ON BLDG\nOWNER: MONTFORD GATEWAY CONDO UNIT OWNERS \nPIN----------------  964911923900000","0: Pending",,,,
430187,"completed","50 Asheland Avenue",35.592501,-82.555893,"Wed Jul 30 2014","Wed Aug 06 2014","RETAINING WALL IN THE PARKING LOT WITH A LOT OF GRAFFITI ON IT\nOWNER TALBERT, HAROLD\nPIN----------------- 964839246600000","0: Pending",,,,
429517,"received","650 Haywood Road",35.577531,-82.590426,"Tue Jul 29 2014","Wed Dec 31 1969","GRAFFITI ON BLDG\nLOCKHART JO RITA\nPIN---------------- 963824640200000","0: Pending",,,,
429512,"received","662 Haywood Road",35.577839,-82.59004,"Tue Jul 29 2014","Wed Dec 31 1969","GRAFFITI ON BLDG\nIBBY & JAC INC #7\nPIN--------------- 963824754700000","0: Pending",,,,
429487,"received","414 Haywood Road",35.577725,-82.580313,"Tue Jul 29 2014","Wed Dec 31 1969","GRAFFITI ON REAR AND SIDE OF BLDG\n\tMCCONVILLE DAVID M & MCCONVILLE NICOLE\nPIN-------------------- 963854632800000\n","0: Pending",,,,
429469,"completed","1378 Patton Avenue",35.582226,-82.606458,"Tue Jul 29 2014","Thu Jul 31 2014","GRAFFITI ON RETAINING WALL ON THE ORMOND AVE SIDE\nJ S RICE LLC \nPIN--------------- 962876932400000\n","3: Private Property",,"150",,"*35028"
429459,"in progress","1051 Haywood Road",35.582019,-82.604546,"Tue Jul 29 2014","Wed Dec 31 1969","GRAFFITI ON BLDG\n\tMCDOWALL WILLIAM D ETAL\nPIN-------------------- 962886527600000","3: Private Property",,,,
429455,"received","753 Haywood Road",35.578279,-82.593648,"Tue Jul 29 2014","Wed Dec 31 1969","GRAFFITI ON SIDE OF BLDG\n\tBEAN WERKS COFFEE AND TEA \nPIN--------- 963814678200000","0: Pending",,,,
429452,"completed","647 Haywood Road",35.578574,-82.589902,"Tue Jul 29 2014","Tue Aug 05 2014","GRAFFITI ON SIDE OF BLDG\nMEDFORD HARLEY & MEDFORD JUANITA\nPIN--------------- 963824789100000","3: Private Property",,"350",,"*35113"
429448,"received","327 Haywood Road",35.577935,-82.576979,"Tue Jul 29 2014","Wed Dec 31 1969","GRAFFITI ON SIDE OF BLDG AND FENCE\nMICHAEL WALTER B \nPIN--------------- \t963864657200000\n","0: Pending","POSS ALT PH# 828-254-7798",,,
429444,"completed","101 South Lexington Avenue",35.591396,-82.551988,"Tue Jul 29 2014","Tue Aug 05 2014","GRAFFITI ON THE BLDG\nPALAS WILLIAM B & PALAS DENISE D\nPIN--------------- 964849108700000","3: Private Property",,"150",,"*35060"
429439,"received","95 Broadway",35.598304,-82.553271,"Tue Jul 29 2014","Wed Dec 31 1969","GRAFFITI ON WINDOW AND REAR OF BLDG\n\tYOUNG SAM R & YOUNG MARGARET T     704-554-9030\nPIN----------------------964931952800000","0: Pending",,,,
429423,"received","38 Tunnel Road",35.596122,-82.533228,"Tue Jul 29 2014","Wed Dec 31 1969","OWNER:\tB V M GROUP LLC\nSUBNAME:\tTED BROWN & JAMES T \nPIN-------------- \t964990868000000\n","0: Pending","38 Tunnel Road.  Graffiti and abandoned/falling apart gas station.",,,
429221,"completed","29 Montford Avenue",35.597065,-82.559708,"Tue Jul 29 2014","Wed Jul 30 2014","We have utility boxes that are tagged, a fence next to our lot that is tagged and markings on our handicapped parking spaces. \n\n\n\nPIN-----964921021","3: Private Property",,"100",,"*35012"
429091,"completed","51 Coxe Avenue",35.592516,-82.555399,"Tue Jul 29 2014","Thu Jul 31 2014","MULTIPLE TAGS ON WALL AND BUILDING\n964839246600000\nOWNER:\tD J R ENTERPRISES LLC\nSUBNAME:\tGROVE PARK\nHOUSENUMBER:\t00051 COXE AVE\nCAREOF:\tC/O RAY L ROBINSON\nADDRESS:\tPO BOX 1370\nCITYNAME:\tASHEVILLE\nSTATE:\tNC\nZIPCODE:\t28802","3: Private Property","51 Coxe Avenue","150",,"*35026"
428570,"received","120 College Street",35.595889,-82.550535,"Mon Jul 28 2014","Wed Dec 31 1969","Graffiti on the wall side of the top of the building.\n\n\nPIN---\t9649406792","0: Pending",,,,
428489,"completed","32 Banks Avenue, Asheville, NC 28801, USA",35.589105,-82.553485,"Mon Jul 28 2014","Fri Aug 01 2014","PIN------\t9648387232","3: Private Property","We would like to use Kevin Barber if possible.","500",,"*35059"
428169,"received","466 Swannanoa River Road",35.578355,-82.512201,"Mon Jul 28 2014","Wed Dec 31 1969","Eyesore.  Two buildings on adjacent lots next to each other by the ALDI (across the street from the Wal-Mart bus stop).  Covered in graffiti and plant growth, and falling apart.\n\n\nPIN ----\t9658538922\nOwner: REALTY COMPANTY II LLC\n \t              PO BOX 15881\n\t            ASHEVILLE NC 28813\n\n\t120 Bishops Way, Brookfield, WI 53005\n        (262) 786-7690","0: Pending",,,,
427744,"received","130 College Street",35.596103,-82.550266,"Mon Jul 28 2014","Wed Dec 31 1969","Very top of the building.  Can be seen from the top of the parking deck.  Graffiti reads MOMS EAWS ETJ \n\n\nPIN---\t9649408704\n\n\nUnable to contact property owner","0: Pending","130 College street",,,
427704,"completed","168 Patton Avenue, Bowers Ellis & Watson PA, Asheville, NC 28801, USA",35.593398,-82.55888,"Mon Jul 28 2014","Wed Aug 06 2014","","3: Private Property",,"200",,"110035143"
427702,"completed","175 Patton Avenue, Asheville, NC 28801, USA",35.593726,-82.559265,"Mon Jul 28 2014","Wed Aug 06 2014","PIN---\t9648290998","3: Private Property",,"500",,"*35181"
425812,"completed","16 Broadway, Asheville, NC 28801, USA",35.595824,-82.551586,"Thu Jul 24 2014","Mon Aug 04 2014","BB&T parking garage.  \n\n\nPIN-- 9649404626\n\n402 Washington Street SE\nSuite 200\nGainesville, GA 30501\nPhone (770) 534-3381","3: Private Property",,"500",,"*35077"
425806,"in progress","36 North Lexington Avenue, Asheville, NC 28801, USA",35.596127,-82.552896,"Thu Jul 24 2014","Wed Dec 31 1969","Tag says Instant Karma\n\n\nPIN- \t9649400747\n\n\nOwned by \tDAWN LANTZIUS REAL ESTATE LLC ","0: Pending",,,,
425795,"completed","33 Meadow Road",35.568287,-82.54854,"Thu Jul 24 2014","Mon Jul 28 2014","Column in parking lot has graffiti on it.   ","3: Private Property",,"150",,"*34871"
425361,"completed","56 Central Avenue",35.600485,-82.550473,"Thu Jul 24 2014","Mon Jul 28 2014","GRAFFITI ON THE ELM STREET SIDE OF THE BUILDING\nOWNER:\tCENTRAL OFFICE CONDO UNIT OWNERS \n\nPIN-----------964942739000000","3: Private Property",,"400",,"*34909"
425339,"completed","27 Church Street",35.593729,-82.553625,"Thu Jul 24 2014","Thu Jul 31 2014","GRAFFITI ON THE WALL ON THE ASTON STREET SIDE OF THE CHURCH.\nOWNER:\tCENTRAL UNITED METHODIST & CHURCH OF ASHEVILLE INC\n\n\nPIN--------------- 964839893000000","3: Private Property",,"150",,"*35027"
424448,"completed","47 North Market Street",35.597239,-82.551531,"Wed Jul 23 2014","Tue Aug 05 2014","Multiple tags\n\n\nPIN---\t9649414107","3: Private Property",,"100",,"*35115"
424311,"completed","51 South French Broad Avenue",35.591799,-82.558919,"Wed Jul 23 2014","Mon Jul 28 2014","We have 4 tags on our building and would like to have it assessed. They are all located on the doctor's parking lot side of our building. My contact number is 828 318 9411 Wren London\n\nPIN-------------\t964829024200000\nOWNER:\tTODD ROBERT M & LONDON WREN \n","3: Private Property",,"200",,"*34872"
424036,"completed","10 North Spruce Street, Asheville, NC 28801, USA",35.596445,-82.550373,"Tue Jul 22 2014","Mon Jul 28 2014","10 North Spruce Street, rear wall of building, in alley.\tCRAIG ANDREW W & WHAREY JACKIE \n\nPIN----------------9649407855","3: Private Property","10 North Spruce Street, rear wall of building, in alley.","350",,"*34869"
423666,"completed","123 Sweeten Creek Road",35.562316,-82.526697,"Tue Jul 22 2014","Wed Jul 23 2014","Multiple tags\n\nPIN---9657185204","3: Private Property",,"150",,"*34794"
422994,"in progress","1010 Merrimon Avenue",35.63193,-82.554984,"Tue Jul 22 2014","Wed Dec 31 1969","Sanesco International\nTags on the door and basement wall about 6ft by 4ft on the basement wall.\n\n\nPIN9740339805","3: Private Property",,,,
419182,"completed","200 Clingman Ave",35.58653,-82.563959,"Thu Jul 17 2014","Mon Jul 28 2014","Retagged\n\nPIN 9648076331","3: Private Property","Was tagged last night after being cleaned up the week previously.","100",,"*34860"
418842,"completed","31 Meadow Road",35.569418,-82.546453,"Wed Jul 16 2014","Mon Jul 28 2014","Mulitply tags\n\nPIN 9648516002","3: Private Property",,"100",,"*34914"
418837,"completed","32 Broadway",35.596389,-82.55185,"Wed Jul 16 2014","Wed Jul 30 2014","Graffiti on the back of the building.\n\nPIN 9649403827","3: Private Property",,"500",,"110034991"
418684,"completed","2137 Hendersonville Road",35.481563,-82.525328,"Wed Jul 16 2014","Wed Jul 23 2014","MULTIPLE TAGS ON THE REAR OF THE BLDG, OWNER BOB COOPER 828-777-3592\nPIN----------------- 9654087602","3: Private Property","BOB COOPER 828-777-3592","150",,"*34789"
417485,"completed","842 HAYWOOD RD",35.579647,-82.596702,"Tue Jul 15 2014","Mon Jul 28 2014","SMALLER TAGS ON THE WEST SIDE OF THE BLDG, CHRISTIAN BOOKSHOP OWNER ROBERT DOOM 828-551-2587\nPIN------------------ 9638057296","3: Private Property","ROBERT DOOM 828-551-2587","150",,"*34863"
417382,"completed","72 PATTON AVE",35.594234,-82.554573,"Tue Jul 15 2014","Mon Jul 28 2014","MULTIPLE TAGS MOSTLY ON THE REAR OF THE BLDG (COMMERCE ST SIDE). OWNER TOM HOLMAN 828-252-7381\nPIN----------------- 9649304192","3: Private Property","TOM HOLMAN 828-252-7381","200",,"*34867"
417278,"completed","17 Cherry Street North",35.599581,-82.55508,"Tue Jul 15 2014","Wed Jul 23 2014","MULTIPLE TAGS ON RED BRICK, OWNER SHELDON LANE 828-253-1357\nPIN---------------------- 964932303700000","3: Private Property",,"100",,"*34799"
417097,"completed","110 McDowell Street",35.58026,-82.553784,"Tue Jul 15 2014","Mon Jul 28 2014","Multiple tags on building. \n\n\nPIN is of 107 McDowell Street (same owners) 9648355012","3: Private Property",,"450",,"*34861"
413868,"completed","2 S Pack Sq",35.594462,-82.550941,"Fri Jul 11 2014","Mon Jul 28 2014","","3: Private Property","Police report previously filed. ","200",,"*34862"
412813,"completed","25 East Walnut Street",35.596649,-82.551934,"Thu Jul 10 2014","Thu Jul 24 2014","ASHEVILLE COMMUNITY THEATRE, GREEN PAINTED DESIGNS ABOVE THE LARGE BLACK WINDOW ON THE WEST BLDG CLOSEST TO N MARKET ST, ACCESS VIA THE ALLEY BETWEEN THE BLDGS. OWNER ASHEVILLE COMMUNITY THEATRE 254-1320\n \nPIN------------------ 964941616800000","3: Private Property",,"100",,"110034826"
412799,"completed","415 Beaverdam Road",35.642066,-82.533821,"Thu Jul 10 2014","Mon Jul 28 2014","LEWIS MEMORIAL PARK, OWNER CITADEL MGMT LLC 864-467-0556\nPIN--------------- 974096881300000","3: Private Property",,"150",,"*34868"
412777,"completed","25 Page Avenue",35.596064,-82.556,"Thu Jul 10 2014","Mon Jul 28 2014","REPORTED BY EMPLOYEE OF THE GROVE ARCADE. WILL BE ON THE SOUTH SIDE OF THE PEARLMAN BUILDING, ACCESS VIA THE PARKING LOT, MULTIPLE TAGS, OWNER CYNTHIA KIMMEL 828-255-9429\nPIN------------- 964930078600000","3: Private Property",,"350",,"*34859"
412286,"completed","52 Biltmore Avenue",35.593027,-82.550779,"Wed Jul 09 2014","Thu Jul 24 2014","UNKOWN DESIGNS ON BLDG, OWNER CLAYTON LUDMAN 828-301-8033\nPIN-----964849569100000","3: Private Property","UNKOWN DESIGNS ON BLDG, OWNER CLAYTON LUDMAN 828-301-8033","150",,
411855,"completed","1-37 U.S. 25, Asheville, NC 28801, USA",35.594046,-82.551611,"Wed Jul 09 2014","Wed Jul 23 2014","","3: Private Property","16 biltmore ","350",,"*34784"
411143,"completed","105 Broadway",35.598648,-82.553656,"Tue Jul 08 2014","Wed Jul 23 2014","ADJOINING BLDGS 103&105 BROADWAY ST, OWNER NANCY FLETCHER 280-1284, 669-6801","3: Private Property",,"100",,"*34769"
411141,"completed","103 Broadway",35.598608,-82.553615,"Tue Jul 08 2014","Wed Jul 23 2014","ADJOINING BLDGS 103&105 BROADWAY ST, OWNER NANCY FLETCHER 280-1284, 669-6801","3: Private Property",,"350",,"*34800"
411137,"completed","239 Haywood Street",35.594725,-82.561822,"Tue Jul 08 2014","Wed Jul 30 2014","CORT ARCHITECTURAL GROUP MULTIPLE TAGS ON OUTBLDGS, OWNER JOHN CORT 713-9472","3: Private Property",,"100",,"110034997"
411136,"completed","639 Biltmore Avenue",35.573994,-82.54643,"Tue Jul 08 2014","Mon Jul 28 2014","MULTIPLE TAGS ON NE CORNER OF BLDG, OWNER JOHN DAVIS 273-3020\n\nPIN---- 9648526678","3: Private Property",,"100",,"*34905"
411134,"completed","885 Tunnel Road",35.587053,-82.503429,"Tue Jul 08 2014","Mon Jul 21 2014","C&H AUTO PARTS, MULTIPLE TAGS, OWNER TOMMY CORDELL 298-6420","3: Private Property",,"300",,"110034665"
411128,"completed","462 Haywood Road",35.577522,-82.582145,"Tue Jul 08 2014","Mon Jul 21 2014","B&B PHARMACY, MULTIPLE TAGS. PROPERTY OWNER LARRY BROOKSHIRE 828-252-2490 HOME, 778-4343 CELL, 252-2718 WORK","3: Private Property",,"200",,"110034600"
411087,"completed","142 Hillside Street, Asheville, NC 28801, USA",35.607649,-82.556184,"Tue Jul 08 2014","Tue Jul 15 2014","","3: Private Property","Hi - I am hoping for the city's help in removing a small graffiti tag on my rock wall at 142  Hillside St.  I just don't know how to do it.  It is to the south of my driveway, very  close to the number ""142"" which is painted on the rock wall.  Thanks very much,  Betty Lawrence, 142 Hillside Street, 828 254-9672, btlawrence@juno.com.","100",,"110034538"
410189,"completed","63 Glendale Avenue",35.571145,-82.524122,"Tue Jul 08 2014","Mon Jul 28 2014","Small graffiti located on building.  Cross canvas company.","3: Private Property",,"200",,"*34870"
408963,"completed","2292 Hendersonville Road, Arden, NC 28704, USA",35.471019,-82.51968,"Mon Jul 07 2014","Thu Jul 24 2014","","3: Private Property","I need help with graffiti removal","200",,"110034825"
408679,"completed","1 Meadow Rd",35.569366,-82.545863,"Mon Jul 07 2014","Mon Jul 21 2014","","3: Private Property","25 Meadow rd is the actual address ","150",,"110034613"
407959,"completed","143 Charlotte Street, Asheville, NC 28801, USA",35.604559,-82.546246,"Fri Jul 04 2014","Wed Jul 16 2014","","3: Private Property","we have recently leased the property for renovation, and have removed most but not all of the graffiti. What remains is on walls.","400",,"110034591"
407944,"completed","271 Haywood Street, Asheville, NC 28801, USA",35.594309,-82.56287,"Fri Jul 04 2014","Wed Jul 23 2014","Owner Randy 828-779-1969","3: Private Property","Graffiti is on the back of the building, access from the I240 ramp near the Hill Street pedestrian bridge. I have had it painted three this year.","100",,"*34798"
407810,"completed","26 Henrietta Street, Asheville, NC 28801, USA",35.609459,-82.552953,"Thu Jul 03 2014","Wed Jul 09 2014","undefined","3: Private Property","Graffiti is on the retention wall for the rear parking lot of Merrimon Ave Baptist Church. Go down Henrietta St. and face west when at the end of the church parking lot.","100",,"110034531"
405179,"completed","130 College Street, Asheville, NC 28801, USA",35.596103,-82.550266,"Tue Jul 01 2014","Wed Jul 23 2014","PIN--------------- 9649408704","3: Private Property","Margaret Koutris, the property owner, wants some help with Graffiti on her building","300",,"*34802"
403208,"completed","500 Biltmore Ave",35.578553,-82.548814,"Sat Jun 28 2014","Thu Jul 17 2014","Vacant building.  Unable to reach owner.  \n\n\nPIN---- 9648540337\n\nOWNER IS HABITAT FOR HUMANITY","3: Private Property","This building is covered in graffiti","400",,"*34907"
402542,"completed","22 South Pack Square, Asheville, NC 28801, USA",35.594938,-82.550538,"Fri Jun 27 2014","Tue Jul 15 2014","undefined","3: Private Property","Rhino Courtyard","100",,"110034537"
402534,"completed","12 Biltmore Avenue, Asheville, NC 28803, USA",35.594278,-82.551364,"Fri Jun 27 2014","Wed Jul 23 2014","undefined","3: Private Property",,"200",,"110034783"
402261,"completed","227 Haywood Road, Asheville, NC 28806, USA",35.579237,-82.574838,"Fri Jun 27 2014","Tue Jul 22 2014","","3: Private Property",,"400",,"110034766"
398084,"completed","75 North Market Street, Asheville, NC 28801, USA",35.598232,-82.551961,"Mon Jun 23 2014","Tue Jul 08 2014","","3: Private Property","Woodfin Apartments, 15 Woodfin St, Awning and side of building have been tagged with graffiti.","250",,"110034294"
397663,"completed","75 Swannanoa River Rd",35.570964,-82.538304,"Mon Jun 23 2014","Tue Jul 15 2014","","3: Private Property","Antique Tobacco Barn","500",,"110034536"
395608,"completed","29 Biltmore Avenue, Asheville, NC 28801, USA",35.59367,-82.551542,"Thu Jun 19 2014","Wed Jul 09 2014","","3: Private Property","I’d like help with graffiti clean up","250",,"110034305"
394986,"completed","200 Clingman Ave",35.586237,-82.563823,"Wed Jun 18 2014","Wed Jul 09 2014","Ferguson Enterprises wants to participate in the graffiti removal  blitz","3: Private Property","Contact Wade Hutchens 828-606-3391","300",,"110034340"
392749,"completed","53 North Market Street, Asheville, NC 28801, USA",35.597501,-82.551739,"Tue Jun 17 2014","Tue Jul 15 2014","","3: Private Property","We have graffitti on the building and would like be part of the clean-up program under which the City pays the first $500 of clean-up expense","200",,"110034539"
392599,"completed","24 Glendale Avenue, Asheville, NC 28803, USA",35.573098,-82.525324,"Tue Jun 17 2014","Tue Jul 08 2014","undefined","3: Private Property","Corner of Glendale and Simpson St","200",,"110034293"
391662,"completed","60 Biltmore Avenue, Asheville, NC 28803, USA",35.592722,-82.55094,"Mon Jun 16 2014","Wed Jul 23 2014","","3: Private Property","Sycamore Street side and rear of building","250",,"110034782"
391459,"completed","333 Merrimon Avenue, Asheville, NC 28804, USA",35.610453,-82.554422,"Mon Jun 16 2014","Mon Jul 21 2014","","3: Private Property","I’d like help with graffiti clean up.","100",,"*35069"
